id,EA_HAB,EA_LIT,EA_MAL,EA_JOUE,EA_AID,EA_EMM,EA_SATTACHE,OA_VAISS,OA_REPAS,OA_ALIME,OA_LINGE,OA_ASPIR,OA_BRICO,OA_COMPT,OA_INVIT,OA_SATREP,OB_DACHQUO,OB_DACHEX,OB_DEDUC,OB_DLOISIR,OB_GESTION,OC_SATREL,OC_DESTAC,VA_MARIDEP,VA_COHAB,VA_MARITJS,VA_DIVORC,VA_FEMENF,VA_HOMENF,VA_DEUXPAR,VA_MERSEUL,VA_EFTAUTO,VA_DROITHOMO,VA_GPOCCPE,VA_PARAIDENF,VA_PARENCH,VA_ENRESPAR,VA_ENFCH,VA_FILLEFILS,VA_ENFAIDPAR,VA_ACCPAR,VA_DIFFAGE,VA_REVFE,VA_DEPFE,VA_FOYEPAN,VA_HOMPOL,VA_ENFMERAC,VA_ENFPERAC,VA_DIVGARD,VA_HOMPRIO,VA_PARPRIO,VA_JEUPRIO,VA_QPERSAGE,VA_QENFPS,VA_QENFSCO,VA_QFINPERSA,VA_QFINPAREN,MA_AGEMQ,MC_DIPLOME,PF_PCSM8,PF_PCSP8,CA_DIPLOME,EA_VERIFC,poids12,PA_DURMTRA,PB_DURMTRA,MA_SEXE,AH_CS8,PF_AGEDEPFOY_rec,PF_AVECQUI_rec,PE_NBFSV_rec,PA_VERIFCOH_rec,PA_FQAVM_rec,PB_FQAVP_rec,PA_MEREBV_rec,PB_PEREBV_rec,TYPFAM3_rec,EA_ADULT16_rec,NBENF14_rec,NBENF3_rec,MA_ACT_rec,NBENFTOTM_rec,EA_AUTPERS_rec,OA_AUTPERS_rec,MA_AGEM_rec
1482,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,5,5,3,9,1,3,NA,3,3,NA,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,4,1,2,1,1,1,1,2,1,1,1,5,4,4,4,2,1,13,1,NA,4,1,1,4068.334732,NA,NA,2,7,18,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,64
1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,2,4,1,1,1,5,2,1,1,1,4,3,2,1,1,5,4,2,1,4,3,1,1,1,1,4,4,4,4,3,16,2,2,NA,NA,2,4482.524037,NA,NA,2,7,20,2,1,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,79
1484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,2,2,1,2,3,1,3,3,5,4,5,5,5,3,3,5,1,1,3,3,4,3,5,5,5,4,4,4,3,3,9,1,NA,5,NA,2,3292.559149,480,NA,1,6,20,1,5,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,40
1485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,1,2,2,3,4,1,2,4,5,5,2,5,2,5,2,3,4,3,5,1,1,3,2,3,2,4,2,2,3,5,5,1,1,5,3,NA,NA,NA,2,3487.167063,900,NA,1,6,15,2,4,4,0,NA,1,3,1,2,2,2,2,0,NA,NA,24
1486,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,3,10,1,3,NA,3,3,NA,1,5,1,3,5,1,1,1,1,3,5,5,2,4,4,5,5,2,5,2,5,3,1,3,1,1,4,5,2,4,1,1,1,1,1,15,4,1,NA,2,1,4321.501202,NA,NA,2,7,24,2,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,72
1487,8,8,4,3,2,2,8,4,2,3,5,3,1,2,3,7,4,3,3,4,4,8,4,5,1,1,1,2,2,3,4,2,5,1,1,1,1,1,5,1,1,3,4,2,1,3,4,4,3,2,2,2,5,2,2,1,4,10,4,NA,1,4,1,4055.824657,NA,NA,1,6,11,1,5,4,NA,NA,2,2,4,2,1,2,1,2,3,3,46
1488,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,2,3,7,1,3,NA,3,3,8,2,5,3,2,3,1,1,2,4,4,5,1,2,5,4,5,2,5,3,2,9,4,1,4,2,2,2,2,2,2,2,3,4,1,1,11,3,1,1,4,1,3862.117099,15,15,2,1,19,1,3,4,2,2,1,1,3,2,2,2,2,0,NA,3,51
1489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,1,9,4,1,4,2,2,2,5,3,5,5,5,5,3,9,2,4,5,3,2,1,5,2,2,2,3,3,1,1,10,4,5,6,NA,2,3577.164754,30,30,2,5,21,1,1,4,0,0,1,1,2,1,2,2,1,2,NA,NA,45
1490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,1,1,1,1,1,5,2,2,4,4,4,5,2,2,5,5,1,1,1,2,2,2,4,4,4,5,5,5,1,1,13,1,1,1,NA,2,1916.617894,NA,NA,2,5,18,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,62
1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,4,2,2,1,2,2,1,3,2,2,2,1,4,1,4,5,1,2,5,3,1,4,1,3,2,3,5,5,5,4,4,3,1,1,6,8,4,4,NA,2,3284.790378,210,210,2,3,21,1,2,4,1,1,1,1,1,2,2,2,2,0,NA,NA,25
1492,2,2,1,3,1,3,8,1,2,2,3,3,4,2,1,7,1,3,2,2,5,8,3,5,3,1,4,2,3,2,3,3,4,3,2,3,3,4,5,2,3,2,5,2,2,5,4,2,3,4,3,3,3,5,3,3,2,7,8,5,6,1,1,3970.071738,60,60,2,4,27,1,3,4,1,1,1,1,4,2,1,1,2,1,3,3,31
1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,4,4,1,5,1,2,2,1,3,2,3,5,1,3,5,5,2,1,3,4,3,4,5,4,5,3,3,4,3,4,7,8,4,NA,NA,2,3284.790378,60,NA,2,3,21,2,1,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,34
1494,NA,NA,NA,NA,NA,NA,NA,5,4,3,5,5,2,5,3,9,5,3,5,3,4,NA,1,2,2,2,2,2,2,1,1,1,5,1,1,2,1,2,1,1,1,1,5,1,1,5,2,1,1,1,5,4,5,5,5,5,5,12,1,NA,6,2,1,4163.040851,NA,10,1,4,18,1,5,4,NA,2,2,1,4,1,2,2,2,1,NA,1,58
1495,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,3,6,1,3,3,3,3,8,2,3,2,1,5,2,2,1,4,5,5,3,2,4,4,5,5,4,4,3,5,3,3,5,2,1,3,5,3,3,3,2,2,2,1,10,4,6,6,4,1,5672.273091,NA,NA,2,5,19,1,NA,4,NA,NA,2,2,4,1,2,2,2,1,NA,3,47
1496,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,3,3,1,3,9,3,3,NA,3,4,10,1,3,1,1,1,4,4,1,3,2,3,2,2,4,1,4,5,2,2,3,5,1,3,4,1,2,2,4,2,4,5,5,5,2,2,5,6,NA,4,3,1,3509.863113,360,360,2,5,20,1,1,4,1,1,1,1,3,2,2,2,2,0,NA,3,23
1497,3,3,3,3,3,3,10,4,4,2,7,7,1,4,4,10,3,3,3,3,3,10,1,5,1,5,1,5,5,2,1,3,4,1,1,1,1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,4,5,4,4,4,8,8,NA,6,8,1,4430.665925,60,60,1,3,19,1,5,4,2,2,1,1,4,2,1,1,2,3,3,3,38
1498,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,4,2,2,3,8,3,3,NA,3,4,9,2,3,1,3,2,5,5,2,3,4,1,3,4,5,3,5,5,3,3,5,5,2,2,3,3,3,3,5,4,5,3,2,3,2,2,5,8,5,5,8,1,3528.28726,60,60,2,4,18,1,2,4,1,1,1,1,3,2,2,2,2,0,NA,3,23
1499,3,1,3,3,97,3,9,3,3,3,97,2,1,1,3,7,3,3,3,3,4,7,2,4,1,5,1,1,1,5,1,5,1,2,1,2,1,2,5,1,2,5,5,3,1,3,3,1,5,5,5,5,3,3,3,3,3,7,8,5,3,8,1,6929.976157,10,20,1,4,26,1,1,4,2,2,1,1,4,2,1,2,1,1,3,3,34
1500,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,4,6,2,6,2,6,NA,2,5,9,3,3,1,1,1,1,1,1,2,2,2,2,1,3,2,4,4,2,2,1,5,2,4,4,3,3,3,5,2,3,2,3,2,1,1,6,8,5,NA,5,1,6642.499075,NA,NA,2,4,NA,2,1,3,NA,NA,NA,2,3,1,2,2,1,0,NA,3,25
1501,2,2,1,3,2,2,9,3,2,1,1,2,4,4,3,9,2,3,3,2,5,9,2,5,1,4,1,5,5,1,1,5,5,3,3,5,4,4,5,4,3,2,5,1,1,5,4,4,3,5,4,5,4,5,5,3,3,6,4,NA,6,9,1,3478.874428,25,25,2,5,19,1,2,4,2,2,1,1,4,2,1,1,2,2,3,3,27
1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,2,1,5,5,1,1,1,1,1,2,5,1,5,5,1,1,3,1,1,1,5,5,1,3,5,3,4,5,5,5,1,1,7,5,5,6,NA,2,2544.729966,NA,NA,2,5,20,6,3,4,NA,NA,3,3,1,2,2,2,2,0,NA,NA,32
1503,NA,NA,NA,NA,NA,NA,NA,1,3,1,7,7,7,4,3,10,3,3,NA,3,3,NA,1,5,9,2,2,4,5,1,9,9,5,1,1,9,2,5,4,9,5,5,3,1,3,5,3,3,3,5,5,5,3,4,4,3,4,16,8,2,2,6,1,1812.177235,NA,NA,1,7,23,1,NA,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,78
1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,3,3,1,5,5,5,1,2,2,1,3,5,2,1,1,5,2,1,3,1,1,1,3,1,3,5,5,4,4,3,14,2,NA,1,NA,2,2503.630929,NA,NA,2,7,22,1,4,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,68
1505,1,3,1,1,1,2,5,3,2,3,1,1,5,1,1,4,3,3,3,1,3,6,3,5,3,2,2,1,5,2,2,2,2,1,2,4,2,5,5,2,2,3,5,1,1,3,4,1,1,4,2,4,3,5,5,1,1,7,4,5,6,4,1,3470.764361,360,9999,2,5,18,1,2,4,1,0,1,1,4,2,1,1,2,3,3,3,31
1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,3,3,3,1,2,3,2,1,1,3,5,5,4,5,3,3,1,1,3,2,2,2,5,3,4,2,4,3,1,1,14,8,NA,6,NA,2,2586.559885,NA,NA,1,8,28,1,2,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,67
1507,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,1,5,3,8,5,3,NA,5,3,NA,1,5,3,2,4,1,1,1,4,1,5,1,2,5,4,5,3,3,3,3,5,3,4,4,5,5,3,3,3,2,3,5,3,3,3,12,2,1,1,1,1,3792.711782,10,NA,1,5,24,4,0,4,2,NA,1,2,3,2,2,2,2,0,NA,1,55
1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,2,2,2,1,1,5,2,2,5,2,5,1,2,2,3,3,2,2,3,5,2,1,5,3,3,4,4,4,1,1,4,4,5,6,NA,2,10467.48009,NA,NA,1,6,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,18
1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,5,5,1,1,5,3,1,1,5,3,3,5,5,5,5,5,1,5,5,2,1,3,5,1,5,3,5,5,1,1,6,7,4,6,NA,2,3326.767849,35,35,1,4,25,1,NA,4,2,2,1,1,1,2,2,2,2,0,NA,NA,27
1510,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,3,2,4,97,10,3,3,3,3,3,7,2,4,1,4,5,3,3,1,2,4,1,3,4,3,3,4,3,2,3,3,3,4,1,5,3,3,3,3,3,3,3,3,3,3,3,10,8,NA,6,8,1,6919.263896,10,NA,1,4,24,1,1,4,2,NA,1,2,4,1,2,2,2,3,NA,3,48
1511,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,1,1,3,8,3,3,3,3,3,NA,3,2,1,5,1,4,4,2,2,5,5,1,1,4,4,5,5,5,3,5,5,1,4,5,5,2,5,5,2,3,2,2,1,1,3,12,3,NA,5,4,1,6936.049926,NA,NA,1,4,23,1,2,4,NA,NA,2,2,4,1,2,2,1,2,NA,1,55
1512,8,3,2,3,2,2,10,5,5,5,7,7,5,1,1,10,1,3,3,3,5,10,2,5,1,1,1,2,2,1,2,4,1,1,1,4,1,5,5,1,4,5,5,1,2,5,5,2,5,5,4,4,4,3,3,1,1,9,8,3,3,8,1,3886.876703,25,25,2,4,27,1,2,4,2,2,1,1,4,2,1,2,2,3,3,3,44
1513,1,3,4,3,3,1,10,2,2,1,2,1,4,1,3,10,1,3,3,3,3,10,1,4,1,1,1,4,4,2,2,5,5,2,5,5,1,5,5,2,1,5,5,5,1,5,5,4,5,1,1,2,5,5,5,5,5,9,1,6,6,4,1,3462.626131,5,5,2,6,27,1,3,4,2,2,1,1,4,1,1,2,2,4,3,3,41
1514,8,8,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,2,1,4,1,1,3,2,1,3,5,5,5,5,5,5,1,3,5,1,1,5,5,3,5,5,3,3,4,5,10,1,NA,6,NA,2,5306.516004,90,NA,2,8,15,1,5,4,1,NA,1,2,2,1,1,2,2,4,3,NA,45
1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,2,5,2,2,1,1,2,2,2,4,4,1,1,10,1,NA,6,NA,2,3390.831835,150,150,2,5,27,1,5,4,1,1,1,1,1,2,2,2,2,0,NA,NA,46
1516,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,2,2,8,3,3,NA,3,3,9,2,5,5,2,1,2,2,2,3,2,5,2,2,2,3,5,5,1,2,2,4,3,1,1,2,4,3,1,1,2,1,1,1,1,1,16,2,NA,5,1,1,3970.079135,NA,NA,1,7,14,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,76
1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,4,1,2,1,1,1,2,1,2,5,3,5,3,2,2,2,4,2,1,5,1,1,1,3,3,3,4,4,2,3,3,12,3,NA,6,NA,2,3469.128927,NA,NA,1,7,19,1,4,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,56
1518,3,2,7,3,3,1,10,2,4,3,5,1,1,5,4,10,3,3,3,3,3,NA,1,5,1,1,1,1,1,1,4,1,1,2,1,1,1,5,5,1,3,5,5,5,1,5,5,2,5,5,5,5,3,5,5,3,3,9,1,5,2,7,1,4097.289465,540,540,1,2,20,1,1,4,1,1,1,1,4,2,1,2,2,4,2,2,40
1519,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,3,1,4,3,10,5,3,NA,3,4,10,2,5,2,2,3,3,3,1,2,2,2,2,2,5,2,5,5,2,2,3,5,2,1,3,5,5,3,5,4,3,5,5,5,1,1,5,5,NA,6,4,1,6962.603403,45,45,1,5,20,1,2,4,0,0,1,1,3,2,2,2,2,0,NA,3,21
1520,4,3,5,3,3,5,10,3,3,5,5,5,1,3,3,10,3,3,3,3,2,10,1,5,1,1,1,1,1,1,5,1,9,1,1,2,1,5,5,3,4,3,5,5,1,5,5,1,3,5,3,3,5,3,5,3,4,8,4,6,6,1,1,6650.905796,10,10,1,2,21,1,5,4,2,2,1,1,4,2,1,2,2,3,2,3,37
1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,3,1,1,1,3,5,1,2,5,3,3,5,1,1,2,5,1,1,5,5,5,1,3,3,3,3,3,6,5,5,6,NA,2,2544.729966,5,5,2,5,21,1,1,4,2,2,1,1,1,2,2,2,2,0,NA,NA,25
1522,3,3,2,3,3,2,10,2,2,2,1,2,3,4,3,10,3,3,3,3,2,8,2,5,2,2,2,5,5,2,2,3,1,2,2,4,2,4,5,2,2,3,4,4,2,4,3,2,1,4,3,3,4,4,3,2,2,8,5,5,NA,3,1,5311.36338,40,40,2,8,26,2,1,4,2,1,1,1,4,2,1,1,2,4,3,3,37
1523,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,5,3,10,3,3,NA,3,3,8,1,4,1,4,2,2,1,2,2,2,4,2,1,4,2,3,5,2,2,5,5,4,1,5,1,1,3,4,2,1,5,5,5,1,2,10,3,1,1,3,1,4012.237028,60,60,1,2,19,1,3,4,1,1,1,1,3,2,2,2,2,0,NA,3,46
1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,1,1,1,2,2,4,1,2,3,4,3,3,4,4,2,3,2,2,4,2,2,2,3,2,2,3,1,1,2,3,13,2,1,1,NA,2,4468.064109,10,NA,2,7,22,1,2,4,2,NA,1,2,1,2,2,2,2,0,NA,NA,60
1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,5,2,3,2,1,1,1,2,3,4,2,2,2,3,5,3,1,1,1,2,1,2,3,2,3,2,2,1,3,4,4,2,3,3,14,6,NA,NA,NA,2,4258.938601,NA,NA,2,3,21,5,1,4,NA,NA,2,2,2,1,2,2,2,1,NA,NA,68
1526,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,2,5,3,10,3,3,NA,3,3,NA,3,5,3,2,1,2,2,1,4,1,5,3,2,2,1,2,5,3,4,5,5,5,1,2,2,4,3,1,5,5,5,3,3,1,1,5,5,NA,6,7,1,6951.537393,25,25,1,6,18,1,1,4,2,2,1,1,3,2,2,2,2,0,NA,1,23
1527,2,1,1,2,1,2,7,3,2,1,1,1,5,1,3,7,1,3,3,3,3,8,1,4,1,5,5,4,4,1,1,1,2,1,2,4,1,3,5,1,5,3,5,1,2,2,2,2,4,5,5,5,5,5,5,5,5,9,8,NA,5,8,1,3457.393785,5,5,2,4,18,1,1,4,2,2,1,1,4,2,1,2,2,3,3,3,41
1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,5,5,3,1,5,1,1,2,3,2,3,5,2,2,5,5,1,3,3,5,2,3,5,2,3,3,3,3,3,2,8,1,4,5,NA,2,3183.934197,15,15,1,5,27,1,1,4,2,2,1,1,1,2,2,2,2,0,NA,NA,36
1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,3,3,1,2,3,2,1,1,3,2,5,5,1,2,3,5,1,1,4,5,2,3,5,4,5,4,5,5,2,2,5,5,5,6,NA,2,1960.030451,720,720,2,6,20,1,2,4,1,1,1,1,1,2,2,2,2,0,NA,NA,24
1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,3,1,1,1,1,1,1,1,1,5,1,1,1,1,3,5,1,1,1,3,1,1,1,3,3,1,1,1,1,3,3,3,3,3,13,2,2,2,NA,2,3405.668181,NA,NA,2,7,16,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,60
1531,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,1,5,3,10,5,3,NA,3,3,NA,2,4,5,4,1,2,1,1,3,1,3,1,1,3,1,5,5,1,5,3,3,5,1,5,1,2,1,5,1,5,3,5,3,1,1,13,5,NA,NA,3,1,5255.815309,30,NA,1,7,6,5,1,4,2,NA,1,2,3,2,2,2,2,0,NA,1,64
1532,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,1,5,1,1,7,3,3,NA,3,3,NA,1,5,2,2,1,5,5,1,3,2,4,5,5,5,3,5,5,5,3,5,5,2,2,2,4,2,3,5,3,3,3,4,3,3,3,7,5,5,5,6,1,4839.495891,25,25,2,5,25,1,NA,4,2,2,1,1,3,2,2,2,2,0,NA,1,31
1533,4,8,3,2,2,3,5,6,4,5,6,6,2,3,3,5,5,3,3,3,3,7,2,4,2,3,2,3,3,2,2,3,2,1,2,2,2,2,5,2,2,3,5,3,1,3,4,4,9,5,2,5,4,5,5,5,5,10,4,NA,4,3,1,6970.601781,NA,NA,1,6,25,1,5,4,NA,NA,2,2,4,1,1,2,2,3,3,3,45
1534,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,3,3,2,2,6,2,3,NA,2,4,NA,4,1,1,5,1,5,5,3,1,3,1,2,1,5,3,5,5,4,5,1,3,3,4,5,2,2,3,5,3,2,5,5,5,4,4,12,4,5,6,8,1,4313.847767,690,NA,2,7,19,1,3,4,1,NA,1,2,3,2,2,2,2,0,NA,1,58
1535,5,3,7,3,3,3,10,4,3,3,5,3,1,3,3,10,3,3,3,3,4,NA,3,5,1,1,1,3,3,1,4,3,5,1,1,3,3,3,5,3,4,4,5,1,3,3,4,2,2,2,2,2,3,3,4,4,4,8,4,2,2,5,1,17140.25883,15,15,1,6,19,1,1,4,1,1,1,1,4,2,1,2,2,2,1,1,35
1536,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,5,2,5,3,10,4,3,3,3,3,10,1,5,2,3,3,1,1,1,1,1,3,1,1,1,3,3,3,2,2,5,5,1,1,5,5,5,1,5,5,5,4,5,5,5,5,9,4,5,6,3,1,6755.454187,480,NA,1,6,13,1,1,4,0,NA,1,2,4,1,2,2,2,1,NA,3,41
1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,1,2,2,1,2,2,2,2,2,2,2,4,5,2,2,3,2,1,5,5,5,2,3,5,5,5,3,4,4,2,2,8,8,4,NA,NA,2,2512.354598,20,20,2,4,21,2,1,4,2,1,1,1,1,2,2,2,1,0,NA,NA,37
1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,1,3,3,2,1,2,1,1,1,3,1,2,3,1,1,3,3,1,2,5,2,2,5,1,1,4,4,4,4,3,3,5,6,NA,NA,NA,2,3491.117636,180,180,1,8,18,1,NA,4,1,1,1,1,1,2,2,2,2,0,NA,NA,21
1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,2,2,2,2,3,1,2,4,3,4,4,3,3,3,3,4,3,3,4,4,9,3,3,3,4,5,5,4,4,12,8,NA,3,NA,2,2181.96925,NA,600,1,3,19,1,1,4,NA,1,2,1,1,2,2,2,2,0,NA,NA,58
1540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,3,1,1,2,2,2,1,1,2,2,3,5,5,3,3,2,3,1,1,2,3,3,2,3,2,3,4,5,4,1,2,12,2,1,1,NA,2,1832.727919,NA,NA,2,6,30,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,56
1541,3,3,3,3,97,2,10,5,4,3,4,4,2,1,3,9,4,3,3,3,3,6,3,5,1,3,1,5,5,1,1,3,5,5,1,3,5,3,5,5,5,1,5,5,3,1,5,4,3,3,3,2,3,5,5,3,2,6,1,5,6,1,1,4578.906198,10,10,1,6,0,1,2,4,2,2,1,1,4,2,1,1,1,2,3,3,25
1542,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,1,5,4,9,5,3,NA,4,4,4,3,2,1,4,1,1,5,1,1,1,5,1,3,5,1,5,5,2,2,4,4,4,1,4,2,2,2,2,2,4,5,5,5,3,1,15,4,NA,6,3,1,3866.428873,300,NA,1,7,23,1,2,4,1,NA,1,2,3,2,2,2,2,0,NA,3,70
1543,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,4,1,5,1,3,NA,2,5,8,2,5,4,1,2,1,2,1,5,1,5,1,1,3,5,5,5,4,5,5,5,5,1,5,2,5,3,1,2,3,4,5,5,1,4,14,2,1,1,2,1,4823.837624,NA,NA,2,7,22,1,3,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,67
1544,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,5,1,3,9,2,3,NA,3,3,8,1,5,5,1,4,2,2,1,5,3,5,3,2,3,1,5,5,2,5,3,2,5,2,5,1,2,2,2,2,2,1,3,3,1,2,14,4,5,5,2,1,4030.125687,255,NA,2,7,30,1,1,4,1,NA,1,2,3,2,2,2,2,0,NA,3,66
1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,5,1,1,1,5,5,1,1,1,3,1,1,5,1,5,5,1,1,5,5,1,3,3,1,2,9,5,5,5,5,5,5,5,5,13,2,6,NA,NA,2,3469.128927,NA,NA,1,7,30,2,1,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,61
1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,3,2,2,3,2,2,2,4,2,4,5,3,3,3,4,2,4,5,4,4,3,5,5,5,2,3,4,1,1,6,8,5,6,NA,2,3281.639541,90,90,1,4,18,1,1,4,1,1,1,1,1,2,2,2,2,0,NA,NA,25
1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,5,5,1,5,2,2,1,1,2,2,4,5,2,2,5,5,2,4,2,5,1,5,5,2,4,2,4,4,1,3,5,6,NA,5,NA,2,2903.068553,30,45,2,8,18,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,20
1548,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,1,5,5,3,10,1,3,NA,3,3,6,1,3,3,3,1,1,1,1,1,1,3,1,1,1,3,3,3,3,4,2,2,1,1,5,1,2,3,2,3,2,1,5,5,5,5,13,3,6,4,6,1,3805.161185,10,NA,2,7,21,1,1,4,2,NA,1,2,3,2,2,2,2,0,NA,3,64
1549,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,97,3,5,97,8,3,3,NA,97,3,NA,2,4,2,4,2,1,1,1,2,1,2,2,2,4,2,5,2,2,2,3,3,2,2,3,2,2,1,2,2,2,5,4,4,3,3,16,1,NA,NA,1,1,4912.433199,NA,NA,2,8,22,2,4,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,79
